current_path,filename,inferred_domain,current_category,proposed_action,proposed_destination,reason,confidence,duplicate_candidates,reference_risk,needs_human_review,notes
00_QiEOS/10_governance/60_registry/70_object_model.md,70_object_model.md,00_QiEOS,10_governance,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/10_governance/60_registry/80_objects.md,80_objects.md,00_QiEOS,10_governance,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,false,false,
00_QiEOS/10_governance/60_registry/90_schema.md,90_schema.md,00_QiEOS,10_governance,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,false,false,
00_QiEOS/10_governance/60_registry/_index.md,_index.md,00_QiEOS,10_governance,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/10_governance/60_registry/band_registry.yaml,band_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/band_registry_v2.yaml,band_registry_v2.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,false,false,
00_QiEOS/10_governance/60_registry/deprecation_registry.yaml,deprecation_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/domain_registry.yaml,domain_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/folder_registry.yaml,folder_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/infrastructure_registry.yaml,infrastructure_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/namespace_registry/2026-05-18_qios_namespace_registry_merged_v2.md,2026-05-18_qios_namespace_registry_merged_v2.md,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,false,false,
00_QiEOS/10_governance/60_registry/namespace_registry/_index.md,_index.md,00_QiEOS,10_governance,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/10_governance/60_registry/realms_registry.yaml,realms_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/schemas/band_registry.schema.json,band_registry.schema.json,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/sensitivity_classification.yaml,sensitivity_classification.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/subdomain_registry.yaml,subdomain_registry.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/60_registry/workspace_realms.yaml,workspace_realms.yaml,00_QiEOS,10_governance,keep,00_QiEOS,Canonical system-wide registry / classification.,high,,true,false,
00_QiEOS/10_governance/_index.md,_index.md,00_QiEOS,10_governance,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/10_identity.md,10_identity.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/20_system_model.md,20_system_model.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/30_component_map.md,30_component_map.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/40_service_boundaries.md,40_service_boundaries.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/50_data_flow.md,50_data_flow.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/60_device_model.md,60_device_model.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/70_runtime_zones.md,70_runtime_zones.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/20_structure/_index.md,_index.md,00_QiEOS,20_structure,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/30_service_map/100_integrations/_index.md,_index.md,00_QiEOS,30_service_map,review,00_QiEOS,Unclassified file.,low,,true,true,
00_QiEOS/30_service_map/100_integrations/external_integrations.md,external_integrations.md,00_QiEOS,30_service_map,review,00_QiEOS,Unclassified file.,low,,false,true,
00_QiEOS/30_service_map/10_infrastructure/_index.md,_index.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,true,false,
00_QiEOS/30_service_map/10_infrastructure/cloudflare.md,cloudflare.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/10_infrastructure/cockpit/_index.md,_index.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,true,false,
00_QiEOS/30_service_map/10_infrastructure/cockpit/cockpit_command_menu.md,cockpit_command_menu.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/10_infrastructure/docker_compose.md,docker_compose.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/10_infrastructure/gethomepage.md,gethomepage.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/10_infrastructure/portainer.md,portainer.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/10_infrastructure/tailscale.md,tailscale.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/10_infrastructure/uptime_kuma.md,uptime_kuma.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/110_qiserver/Service_Map.md,Service_Map.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,false,false,
00_QiEOS/30_service_map/110_qiserver/_index.md,_index.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,true,false,
00_QiEOS/30_service_map/110_qiserver/runtime.md,runtime.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,true,false,
00_QiEOS/30_service_map/110_qiserver/runtime_profile.md,runtime_profile.md,30_QiServer,30_service_map,move,30_QiServer,Infrastructure configuration and server runtime docs.,high,,true,false,
00_QiEOS/30_service_map/120_applications/CareLite/_index.md,_index.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,true,false,
00_QiEOS/30_service_map/120_applications/_index.md,_index.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,true,false,
00_QiEOS/30_service_map/120_applications/admin.md,admin.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,true,false,
00_QiEOS/30_service_map/120_applications/carelite.md,carelite.md,60_QiApps,30_service_map,move,60_QiApps,CareLite application documentation.,high,,true,false,
00_QiEOS/30_service_map/120_applications/firefly.md,firefly.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,true,false,
00_QiEOS/30_service_map/120_applications/portal.md,portal.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,true,false,
00_QiEOS/30_service_map/120_applications/qinote/qinote_salvage_extract.md,qinote_salvage_extract.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,false,false,
00_QiEOS/30_service_map/120_applications/roadmap.md,roadmap.md,60_QiApps,30_service_map,move,60_QiApps,Describes end-user applications and components.,high,,true,false,
00_QiEOS/30_service_map/130_GINA/_index.md,_index.md,60_QiApps,30_service_map,move,60_QiApps,GINA assistant/personality application documentation.,medium,,true,false,
00_QiEOS/30_service_map/20_ai_compute/_index.md,_index.md,30_QiServer,30_service_map,move,30_QiServer,Describes AI compute server runtime and configuration.,medium,,true,false,
00_QiEOS/30_service_map/20_ai_compute/aider.md,aider.md,30_QiServer,30_service_map,move,30_QiServer,Describes AI compute server runtime and configuration.,medium,,false,false,
00_QiEOS/30_service_map/20_ai_compute/neo4j.md,neo4j.md,30_QiServer,30_service_map,move,30_QiServer,Describes AI compute server runtime and configuration.,medium,,false,false,
00_QiEOS/30_service_map/20_ai_compute/ollama.md,ollama.md,30_QiServer,30_service_map,move,30_QiServer,Describes AI compute server runtime and configuration.,medium,,false,false,
00_QiEOS/30_service_map/20_ai_compute/open_webui.md,open_webui.md,30_QiServer,30_service_map,move,30_QiServer,Describes AI compute server runtime and configuration.,medium,,false,false,
00_QiEOS/30_service_map/20_ai_compute/qdrant.md,qdrant.md,30_QiServer,30_service_map,move,30_QiServer,Describes AI compute server runtime and configuration.,medium,,false,false,
00_QiEOS/30_service_map/30_capture/_index.md,_index.md,40_QiCapture,30_service_map,move,40_QiCapture,Capture services implementation and tool documentation.,high,,true,false,
00_QiEOS/30_service_map/30_capture/nocodb.md,nocodb.md,40_QiCapture,30_service_map,move,40_QiCapture,Capture services implementation and tool documentation.,high,,false,false,
00_QiEOS/30_service_map/30_capture/obsidian_qidocs.md,obsidian_qidocs.md,40_QiCapture,30_service_map,move,40_QiCapture,Capture services implementation and tool documentation.,high,,false,false,
00_QiEOS/30_service_map/30_capture/paperless/_index.md,_index.md,40_QiCapture,30_service_map,move,40_QiCapture,Capture services implementation and tool documentation.,high,,true,false,
00_QiEOS/30_service_map/30_capture/wikijs.md,wikijs.md,40_QiCapture,30_service_map,move,40_QiCapture,Capture services implementation and tool documentation.,high,,false,false,
00_QiEOS/30_service_map/40_productivity/_index.md,_index.md,60_QiApps,30_service_map,move,60_QiApps,Describes user productivity applications and workflow tools.,medium,,true,false,
00_QiEOS/30_service_map/40_productivity/activitywatch.md,activitywatch.md,60_QiApps,30_service_map,move,60_QiApps,Describes user productivity applications and workflow tools.,medium,,false,false,
00_QiEOS/30_service_map/40_productivity/n8n.md,n8n.md,70_QiConnect,30_service_map,move,70_QiConnect,"n8n is an external integration system, belongs in QiConnect.",high,,false,false,
00_QiEOS/30_service_map/40_productivity/qiledger.md,qiledger.md,60_QiApps,30_service_map,move,60_QiApps,Describes user productivity applications and workflow tools.,medium,,true,false,
00_QiEOS/30_service_map/40_productivity/solidtime.md,solidtime.md,60_QiApps,30_service_map,move,60_QiApps,Describes user productivity applications and workflow tools.,medium,,false,false,
00_QiEOS/30_service_map/50_apis/_index.md,_index.md,70_QiConnect,30_service_map,move,70_QiConnect,API services and integrations specifications.,medium,,true,false,
00_QiEOS/30_service_map/50_apis/portal_api.md,portal_api.md,70_QiConnect,30_service_map,move,70_QiConnect,API services and integrations specifications.,medium,,false,false,
00_QiEOS/30_service_map/60_workers/_index.md,_index.md,20_QiSystem,30_service_map,move,20_QiSystem,Background workers code/implementation specifications.,medium,,true,false,
00_QiEOS/30_service_map/60_workers/system_workers.md,system_workers.md,20_QiSystem,30_service_map,move,20_QiSystem,Background workers code/implementation specifications.,medium,,false,false,
00_QiEOS/30_service_map/70_pipelines/_index.md,_index.md,40_QiCapture,30_service_map,move,40_QiCapture,Ingestion and capture pipeline specifications.,medium,,true,false,
00_QiEOS/30_service_map/70_pipelines/data_pipelines.md,data_pipelines.md,20_QiSystem,30_service_map,move,20_QiSystem,Core data pipelines implementation specifications.,medium,,false,false,
00_QiEOS/30_service_map/80_tools/_index.md,_index.md,20_QiSystem,30_service_map,move,20_QiSystem,Development and operator utilities specifications.,medium,,true,false,
00_QiEOS/30_service_map/80_tools/operator_tools.md,operator_tools.md,20_QiSystem,30_service_map,move,20_QiSystem,Development and operator utilities specifications.,medium,,false,false,
00_QiEOS/30_service_map/90_interfaces/_index.md,_index.md,70_QiConnect,30_service_map,move,70_QiConnect,API and gateway interfaces specifications.,medium,,true,false,
00_QiEOS/30_service_map/90_interfaces/public_interfaces.md,public_interfaces.md,70_QiConnect,30_service_map,move,70_QiConnect,API and gateway interfaces specifications.,medium,,false,false,
00_QiEOS/30_service_map/_index.md,_index.md,00_QiEOS,30_service_map,review,00_QiEOS,Unclassified file.,low,,true,true,
00_QiEOS/40_operations/10_cases/_index.md,_index.md,20_QiSystem,40_operations,review,20_QiSystem,Operational document requiring review.,low,,true,true,
00_QiEOS/40_operations/20_qiserver/QiAccess_Server_Runbook.md,QiAccess_Server_Runbook.md,30_QiServer,40_operations,move,30_QiServer,Runtime operations and server runbook.,high,,false,false,
00_QiEOS/40_operations/20_qiserver/_index.md,_index.md,20_QiSystem,40_operations,review,20_QiSystem,Operational document requiring review.,low,,true,true,
00_QiEOS/40_operations/30_dev_history/2026-05-16_dev_session_directory_markmind_mapper.md,2026-05-16_dev_session_directory_markmind_mapper.md,90_receipts,40_operations,archive,90_receipts,"Historical development log, belongs in receipts/archives.",high,,false,false,
00_QiEOS/40_operations/30_dev_history/2026-05-17_open_loop_reset_paperless_ingestion_runbook.md,2026-05-17_open_loop_reset_paperless_ingestion_runbook.md,30_QiServer,40_operations,move,30_QiServer,Runbook for services operations.,medium,,true,false,
00_QiEOS/40_operations/40_dev_testing/Access_And_Exposure_Rules.md,Access_And_Exposure_Rules.md,00_QiEOS,40_operations,keep,00_QiEOS,Governance rule defining exposure level rules.,medium,,false,false,Needs confirmation if global or QiAccess only.
00_QiEOS/40_operations/40_dev_testing/momscare/2026-05-17_momcare_app_qa_checklist.md,2026-05-17_momcare_app_qa_checklist.md,60_QiApps,40_operations,move,60_QiApps,Application QA testing checklist.,high,,false,false,
00_QiEOS/40_operations/40_dev_testing/qiaccessstart/2026-05-17_qiaccess_start_qa_checklist.md,2026-05-17_qiaccess_start_qa_checklist.md,10_QiAccess,40_operations,move,10_QiAccess,QiAccess application QA testing checklist.,high,,false,false,
00_QiEOS/40_operations/_index.md,_index.md,20_QiSystem,40_operations,review,20_QiSystem,Operational document requiring review.,low,,true,true,
00_QiEOS/50_knowledge/20_glossary.md,20_glossary.md,00_QiEOS,50_knowledge,keep,00_QiEOS,System-wide glossary.,high,,true,false,
00_QiEOS/50_knowledge/30_migration_notes.md,30_migration_notes.md,Reconciliation,50_knowledge,move,Reconciliation,Migration and sync reconciliation plans.,high,,true,false,
00_QiEOS/50_knowledge/40_legacy_csv_migration_plan.md,40_legacy_csv_migration_plan.md,Reconciliation,50_knowledge,move,Reconciliation,Migration and sync reconciliation plans.,high,,true,false,
00_QiEOS/50_knowledge/50_legacy_salvage.md,50_legacy_salvage.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,true,false,
00_QiEOS/50_knowledge/60_qiaccess_start_legacy_quarantine.md,60_qiaccess_start_legacy_quarantine.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,true,false,
00_QiEOS/50_knowledge/70_repo_sync_status_20260516.md,70_repo_sync_status_20260516.md,Reconciliation,50_knowledge,move,Reconciliation,Migration and sync reconciliation plans.,high,,true,false,
00_QiEOS/50_knowledge/90_superseded_sources/2025-11-18_qicodex_protocol_batch_overview.md,2025-11-18_qicodex_protocol_batch_overview.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,false,false,
00_QiEOS/50_knowledge/90_superseded_sources/QiAccess_Start_Blueprint.md,QiAccess_Start_Blueprint.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,true,false,
00_QiEOS/50_knowledge/90_superseded_sources/README.md,README.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,true,false,
00_QiEOS/50_knowledge/90_superseded_sources/qi_os_home_blueprint.md,qi_os_home_blueprint.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,true,false,
00_QiEOS/50_knowledge/90_superseded_sources/tech_stack_markmind.md,tech_stack_markmind.md,90_archive,50_knowledge,archive,90_archive,Obsolete or superseded documentation files.,high,,true,false,
00_QiEOS/50_knowledge/_index.md,_index.md,00_QiEOS,50_knowledge,keep,00_QiEOS,System-wide knowledge index.,medium,,true,false,
00_QiEOS/60_assets/assets.md,assets.md,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/diagrams/2026-05-17_supabase_markmind.md,2026-05-17_supabase_markmind.md,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,false,false,
00_QiEOS/60_assets/diagrams/blueprint_map.md,blueprint_map.md,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,false,false,
00_QiEOS/60_assets/diagrams/diagrams.md,diagrams.md,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/diagrams/markmind-data.json,markmind-data.json,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/diagrams/markmind.html,markmind.html,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/images/_QiOS_Master_Document.jpg,_QiOS_Master_Document.jpg,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/templates/2026-05-16_dev_session_template.md,2026-05-16_dev_session_template.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,false,false,
00_QiEOS/60_assets/templates/README.md,README.md,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/templates/_index.md,_index.md,assets,60_assets,move,assets,"Static assets, diagrams, images, and visual mapping documents.",high,,true,false,
00_QiEOS/60_assets/templates/adr_template.md,adr_template.md,00_QiEOS,60_assets,keep,00_QiEOS,Core metadata templates for governance.,high,,true,false,
00_QiEOS/60_assets/templates/appendix_template.md,appendix_template.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,true,false,
